,year,latitude,longitude,precipitation_winter,precipitation_summer,precipitation_annual,volwater_winter,volwater_spring,volwater_summer,volwater_fall
28775,2022,37.60809,-110.0259,6.09,3.5,5.83,,,,
28776,2022,37.60809,-110.0259,11.29,4.65,7.6,,,,
28777,2022,37.60809,-110.0259,8.07,11.02,,,,,
28778,2022,37.60809,-110.0259,6.3,7.39,,,,,
28779,2022,37.60809,-110.0259,2.23,6.94,10.54,,,,
28780,2022,37.60809,-110.0259,4.79,2.0,,,,,
28781,2022,37.60809,-110.0259,15.26,5.57,15.26,,,,
28782,2022,37.60809,-110.0259,2.18,9.71,0.6,,,,
28783,2022,37.60809,-110.0259,4.97,2.82,,,,,
28784,2022,37.60809,-110.0259,7.5,12.78,10.7,,,,
28785,2022,37.60809,-110.0259,6.95,7.85,7.85,,,,
28786,2022,37.60809,-110.0259,3.53,3.42,3.53,,,,
28787,2022,37.60809,-110.0259,2.48,3.49,,,,,
28788,2022,37.60809,-110.0259,10.74,8.66,7.17,,,,
28789,2022,37.60809,-110.0259,6.58,8.91,6.58,,,,
28790,2022,37.60809,-110.0259,5.01,3.79,7.93,,,,
28791,2022,37.60809,-110.0259,1.84,3.76,,,,,
28792,2022,37.60809,-110.0259,5.07,4.68,,,,,
28793,2022,37.60809,-110.0259,8.98,10.39,8.98,,,,
28794,2022,37.60809,-110.0259,7.57,8.22,7.57,,,,
28795,2022,37.60809,-110.0259,7.57,8.22,7.57,,,,
28796,2022,37.60809,-110.0259,7.57,8.22,7.57,,,,
28797,2022,37.60809,-110.0259,7.57,8.22,7.57,,,,
28798,2022,37.60809,-110.0259,7.57,8.22,7.71,,,,
28799,2022,37.60809,-110.0259,7.57,8.22,7.71,,,,
28800,2022,37.60809,-110.0259,7.57,8.22,7.71,,,,
28801,2022,37.60809,-110.0259,7.57,8.22,7.71,,,,
28802,2022,37.60809,-110.0259,7.57,8.22,7.84,,,,
28803,2022,37.60809,-110.0259,7.57,8.22,7.84,,,,
28804,2022,37.60809,-110.0259,7.57,8.22,7.84,,,,
28805,2022,37.60809,-110.0259,7.57,8.22,7.84,,,,
28806,2022,37.60809,-110.0259,7.57,8.22,8.22,,,,
28807,2022,37.60809,-110.0259,7.57,8.22,8.22,,,,
28808,2022,37.60809,-110.0259,7.57,8.22,8.22,,,,
28809,2022,37.60809,-110.0259,7.57,8.22,8.22,,,,
28810,2022,37.60809,-110.0259,6.61,3.51,6.61,,,,
28811,2022,37.60809,-110.0259,6.61,3.51,6.61,,,,
28812,2022,37.60809,-110.0259,6.61,3.51,6.09,,,,
28813,2022,37.60809,-110.0259,6.61,3.51,6.09,,,,
28814,2023,37.60809,-110.0259,2.96,5.44,,,,,
28815,2023,37.60809,-110.0259,10.81,5.86,3.09,,,,
28816,2023,37.60809,-110.0259,3.54,2.54,2.54,,,,
28817,2023,37.60809,-110.0259,13.12,15.2,3.42,,,,
28818,2023,37.60809,-110.0259,8.46,0.56,3.89,,,,
28819,2023,37.60809,-110.0259,8.46,0.56,3.89,,,,
28820,2023,37.60809,-110.0259,8.46,0.56,8.46,,,,
28821,2023,37.60809,-110.0259,8.46,0.56,8.46,,,,
28822,2023,37.60809,-110.0259,4.83,5.02,3.63,,,,
28823,2023,37.60809,-110.0259,2.69,3.85,2.69,,,,
28824,2023,37.60809,-110.0259,4.96,7.76,7.76,,,,
28825,2023,37.60809,-110.0259,4.96,7.76,7.76,,,,
28826,2023,37.60809,-110.0259,4.96,7.76,6.95,,,,
28827,2023,37.60809,-110.0259,4.96,7.76,6.95,,,,
28828,2023,37.60809,-110.0259,11.25,4.99,26.0,,,,
28829,2023,37.60809,-110.0259,3.48,14.61,5.26,,,,
28830,2023,37.60809,-110.0259,2.29,7.35,,,,,
28831,2023,37.60809,-110.0259,6.19,10.28,10.28,,,,
28832,2023,37.60809,-110.0259,6.08,5.1,,,,,
28833,2023,37.60809,-110.0259,4.23,6.58,20.35,,,,
28834,2023,37.60809,-110.0259,10.88,8.82,,,,,
28835,2023,37.60809,-110.0259,6.22,1.81,5.39,,,,
28836,2023,37.60809,-110.0259,9.45,9.58,9.45,,,,
28837,2023,37.60809,-110.0259,9.45,9.58,9.45,,,,
28838,2023,37.60809,-110.0259,9.45,9.58,9.58,,,,
28839,2023,37.60809,-110.0259,9.45,9.58,9.58,,,,
28840,2023,37.60809,-110.0259,7.37,11.79,,,,,
28841,2023,37.60809,-110.0259,6.38,5.13,,,,,
28842,2023,37.60809,-110.0259,5.95,5.04,5.28,,,,
28843,2023,37.60809,-110.0259,4.25,12.13,,,,,
28844,2023,37.60809,-110.0259,6.29,11.08,6.83,,,,
28845,2023,37.60809,-110.0259,6.29,11.08,6.83,,,,
28846,2023,37.60809,-110.0259,6.29,11.08,6.29,,,,
28847,2023,37.60809,-110.0259,6.29,11.08,6.29,,,,
28848,2023,37.60809,-110.0259,8.69,9.54,13.48,,,,
28849,2023,37.60809,-110.0259,7.29,7.58,7.58,,,,
28850,2023,37.60809,-110.0259,4.92,4.97,4.97,,,,
28851,2023,37.60809,-110.0259,14.05,9.8,,,,,
28852,2023,37.60809,-110.0259,4.0,15.01,,,,,
28853,2023,37.60809,-110.0259,8.09,10.83,3.49,,,,
28854,2023,37.60809,-110.0259,8.09,10.83,3.49,,,,
28855,2023,37.60809,-110.0259,8.09,10.83,3.49,,,,
28856,2023,37.60809,-110.0259,8.09,10.83,3.49,,,,
28857,2023,37.60809,-110.0259,8.09,10.83,8.09,,,,
28858,2023,37.60809,-110.0259,8.09,10.83,8.09,,,,
28859,2023,37.60809,-110.0259,8.09,10.83,8.09,,,,
28860,2023,37.60809,-110.0259,8.09,10.83,8.09,,,,
28861,2023,37.60809,-110.0259,8.09,10.83,10.83,,,,
28862,2023,37.60809,-110.0259,8.09,10.83,10.83,,,,
28863,2023,37.60809,-110.0259,8.09,10.83,10.83,,,,
28864,2023,37.60809,-110.0259,8.09,10.83,10.83,,,,
28865,2023,37.60809,-110.0259,8.09,10.83,14.17,,,,
28866,2023,37.60809,-110.0259,8.09,10.83,14.17,,,,
28867,2023,37.60809,-110.0259,8.09,10.83,14.17,,,,
28868,2023,37.60809,-110.0259,8.09,10.83,14.17,,,,
28869,2023,37.60809,-110.0259,12.15,15.36,12.59,,,,
28870,2023,37.60809,-110.0259,7.71,4.49,12.01,,,,
28871,2023,37.60809,-110.0259,7.71,4.49,12.01,,,,
28872,2023,37.60809,-110.0259,7.71,4.49,7.71,,,,
28873,2023,37.60809,-110.0259,7.71,4.49,7.71,,,,
28874,2023,37.60809,-110.0259,10.86,11.34,,,,,
28875,2023,37.60809,-110.0259,10.6,11.34,11.34,,,,
28876,2023,37.60809,-110.0259,8.71,1.04,1.04,,,,
28877,2023,37.60809,-110.0259,6.93,18.21,,,,,
28878,2023,37.60809,-110.0259,4.09,10.47,,,,,
28879,2023,37.60809,-110.0259,15.49,6.02,8.07,,,,
28880,2023,37.60809,-110.0259,6.1,3.03,6.11,,,,
28881,2023,37.60809,-110.0259,6.1,3.03,6.11,,,,
28882,2023,37.60809,-110.0259,6.1,3.03,3.03,,,,
28883,2023,37.60809,-110.0259,6.1,3.03,3.03,,,,
28884,2023,37.60809,-110.0259,7.44,13.63,4.64,,,,
28885,2023,37.60809,-110.0259,7.44,13.63,4.64,,,,
28886,2023,37.60809,-110.0259,7.44,13.63,8.52,,,,
28887,2023,37.60809,-110.0259,7.44,13.63,8.52,,,,
28888,2023,37.60809,-110.0259,3.33,5.24,,,,,
28889,2023,37.60809,-110.0259,6.39,3.89,,,,,
28890,2024,37.60809,-110.0259,7.3,8.83,,,,,
28891,2024,37.60809,-110.0259,4.69,6.85,,,,,
28892,2024,37.60809,-110.0259,4.85,8.67,4.85,,,,
28893,2024,37.60809,-110.0259,4.85,8.67,4.85,,,,
28894,2024,37.60809,-110.0259,4.85,8.67,4.85,,,,
28895,2024,37.60809,-110.0259,4.85,8.67,8.67,,,,
28896,2024,37.60809,-110.0259,4.85,8.67,8.67,,,,
28897,2024,37.60809,-110.0259,4.85,8.67,8.67,,,,
28898,2024,37.60809,-110.0259,4.85,8.67,7.45,,,,
28899,2024,37.60809,-110.0259,4.85,8.67,7.45,,,,
28900,2024,37.60809,-110.0259,4.85,8.67,7.45,,,,
28901,2024,37.60809,-110.0259,13.26,4.5,13.26,,,,
28902,2024,37.60809,-110.0259,1.63,3.18,,,,,
28903,2024,37.60809,-110.0259,12.72,2.37,8.94,,,,
28904,2024,37.60809,-110.0259,12.72,2.37,8.94,,,,
28905,2024,37.60809,-110.0259,12.72,2.37,12.72,,,,
28906,2024,37.60809,-110.0259,12.72,2.37,12.72,,,,
28907,2024,37.60809,-110.0259,12.61,6.79,6.79,,,,
28908,2024,37.60809,-110.0259,10.7,3.56,10.7,,,,
28909,2024,37.60809,-110.0259,16.5,14.26,,,,,
28910,2024,37.60809,-110.0259,4.85,1.57,1.57,,,,
28911,2024,37.60809,-110.0259,4.85,1.57,1.57,,,,
28912,2024,37.60809,-110.0259,4.85,1.57,4.22,,,,
28913,2024,37.60809,-110.0259,4.85,1.57,4.22,,,,
28914,2024,37.60809,-110.0259,9.56,7.27,7.27,,,,
28915,2024,37.60809,-110.0259,9.56,7.27,7.27,,,,
28916,2024,37.60809,-110.0259,9.56,7.27,7.27,,,,
28917,2024,37.60809,-110.0259,9.56,7.27,7.27,,,,
28918,2024,37.60809,-110.0259,9.56,7.27,5.62,,,,
28919,2024,37.60809,-110.0259,9.56,7.27,5.62,,,,
28920,2024,37.60809,-110.0259,9.56,7.27,5.62,,,,
28921,2024,37.60809,-110.0259,9.56,7.27,5.62,,,,
28922,2024,37.60809,-110.0259,9.56,7.27,10.41,,,,
28923,2024,37.60809,-110.0259,9.56,7.27,10.41,,,,
28924,2024,37.60809,-110.0259,9.56,7.27,10.41,,,,
28925,2024,37.60809,-110.0259,9.56,7.27,10.41,,,,
28926,2024,37.60809,-110.0259,9.56,7.27,9.56,,,,
28927,2024,37.60809,-110.0259,9.56,7.27,9.56,,,,
28928,2024,37.60809,-110.0259,9.56,7.27,9.56,,,,
28929,2024,37.60809,-110.0259,9.56,7.27,9.56,,,,
28930,2024,37.60809,-110.0259,8.23,19.12,16.11,,,,
28931,2024,37.60809,-110.0259,9.37,8.64,,,,,
28932,2024,37.60809,-110.0259,2.92,8.75,,,,,
28933,2024,37.60809,-110.0259,2.98,17.11,17.11,,,,
28934,2024,37.60809,-110.0259,2.98,17.11,17.11,,,,
28935,2024,37.60809,-110.0259,2.98,17.11,17.11,,,,
28936,2024,37.60809,-110.0259,2.98,17.11,2.98,,,,
28937,2024,37.60809,-110.0259,2.98,17.11,2.98,,,,
28938,2024,37.60809,-110.0259,2.98,17.11,2.98,,,,
28939,2024,37.60809,-110.0259,2.98,17.11,10.67,,,,
28940,2024,37.60809,-110.0259,2.98,17.11,10.67,,,,
28941,2024,37.60809,-110.0259,2.98,17.11,10.67,,,,
28942,2024,37.60809,-110.0259,2.42,9.73,14.96,,,,
28943,2024,37.60809,-110.0259,7.28,6.01,,,,,
28944,2024,37.60809,-110.0259,4.55,3.88,3.87,,,,
28945,2024,37.60809,-110.0259,4.55,3.88,3.87,,,,
28946,2024,37.60809,-110.0259,4.55,3.88,4.55,,,,
28947,2024,37.60809,-110.0259,4.55,3.88,4.55,,,,
28948,2024,37.60809,-110.0259,7.0,6.53,,,,,
28949,2024,37.60809,-110.0259,3.73,4.24,,,,,
28950,2024,37.60809,-110.0259,9.87,9.57,9.57,,,,
28951,2024,37.60809,-110.0259,9.87,9.57,9.57,,,,
28952,2024,37.60809,-110.0259,9.87,9.57,9.87,,,,
28953,2024,37.60809,-110.0259,9.87,9.57,9.87,,,,
28954,2024,37.60809,-110.0259,5.94,4.16,,,,,
28955,2024,37.60809,-110.0259,5.96,8.45,5.96,,,,
28956,2024,37.60809,-110.0259,5.96,8.45,5.96,,,,
28957,2024,37.60809,-110.0259,5.96,8.45,14.46,,,,
28958,2024,37.60809,-110.0259,5.96,8.45,14.46,,,,
28959,2024,37.60809,-110.0259,5.31,3.19,5.31,,,,
28960,2024,37.60809,-110.0259,5.31,3.19,5.31,,,,
28961,2024,37.60809,-110.0259,5.31,3.19,13.19,,,,
28962,2024,37.60809,-110.0259,5.31,3.19,13.19,,,,
28963,2024,37.60809,-110.0259,2.95,2.26,4.5,,,,
28964,2024,37.60809,-110.0259,3.23,5.72,,,,,
28965,2024,37.60809,-110.0259,2.57,2.4,2.4,,,,
28966,2024,37.60809,-110.0259,2.57,2.4,2.4,,,,
28967,2024,37.60809,-110.0259,2.57,2.4,2.4,,,,
28968,2024,37.60809,-110.0259,2.57,2.4,4.99,,,,
28969,2024,37.60809,-110.0259,2.57,2.4,4.99,,,,
28970,2024,37.60809,-110.0259,2.57,2.4,4.99,,,,
28971,2024,37.60809,-110.0259,2.57,2.4,2.57,,,,
28972,2024,37.60809,-110.0259,2.57,2.4,2.57,,,,
28973,2024,37.60809,-110.0259,2.57,2.4,2.57,,,,
28974,2024,37.60809,-110.0259,5.87,4.7,,,,,
28975,2024,37.60809,-110.0259,5.95,4.71,4.71,,,,
28976,2024,37.60809,-110.0259,13.39,8.28,5.73,,,,
28977,2024,37.60809,-110.0259,8.54,6.46,6.46,,,,
28978,2024,37.60809,-110.0259,2.08,2.59,2.08,,,,
28979,2024,37.60809,-110.0259,7.2,1.37,7.2,,,,
28980,2024,37.60809,-110.0259,5.93,1.57,8.21,,,,
28981,2024,37.60809,-110.0259,5.93,1.57,8.21,,,,
28982,2024,37.60809,-110.0259,5.93,1.57,1.57,,,,
28983,2024,37.60809,-110.0259,5.93,1.57,1.57,,,,
28984,2024,37.60809,-110.0259,5.62,4.87,,,,,
28985,2024,37.60809,-110.0259,5.97,7.86,11.6,,,,
28986,2024,37.60809,-110.0259,5.97,7.86,11.6,,,,
28987,2024,37.60809,-110.0259,5.97,7.86,5.97,,,,
28988,2024,37.60809,-110.0259,5.97,7.86,5.97,,,,
28989,2024,37.60809,-110.0259,7.15,3.79,6.73,,,,
28990,2024,37.60809,-110.0259,15.44,9.44,9.44,,,,
28991,2024,37.60809,-110.0259,1.89,7.73,,,,,
28992,2024,37.60809,-110.0259,4.23,4.19,,,,,
28993,2021,37.57668,-110.0245,,,,0.1386418,0.09249077,0.05681072,0.06314943
28994,2021,37.57668,-110.0245,,,,0.1446449,0.1046749,0.05338297,0.1088696
28995,2021,37.57668,-110.0245,,,,0.09721579,0.103855,0.05513834,0.08110877
28996,2021,37.57668,-110.0245,,,,0.1259429,0.09830381,0.05408454,0.05557537
28997,2021,37.57668,-110.0245,,,,0.136441,0.1160023,0.05303949,0.05855686
28998,2021,37.57668,-110.0245,,,,0.07461258,0.1010674,0.05434065,0.07829505
28999,2021,37.57668,-110.0245,,,,0.141811,0.09159664,0.0537,0.07010152
29000,2021,37.57668,-110.0245,,,,0.0850003,0.08595027,0.05743697,0.06156294
29001,2021,37.57668,-110.0245,,,,0.1424758,0.1031896,0.05719732,0.05711226
29002,2021,37.57668,-110.0245,,,,0.1563173,0.1212789,0.05448205,0.1276423
29003,2021,37.57668,-110.0245,,,,0.1412589,0.07815083,0.05354317,0.1073838
29004,2021,37.57668,-110.0245,,,,0.06060613,0.05447953,0.05409211,0.08080397
29005,2021,37.57668,-110.0245,,,,0.09502303,0.06472137,0.05356405,0.09373697
29006,2021,37.57668,-110.0245,,,,0.1533919,0.0913803,0.05562202,0.1249505
29007,2021,37.57668,-110.0245,,,,0.07623842,0.05814046,0.05438681,0.06119016
29008,2021,37.57668,-110.0245,,,,0.1550472,0.1053954,0.0548629,0.06601142
29009,2021,37.57668,-110.0245,,,,0.114732,0.09755942,0.06921384,0.1216792
29010,2021,37.57668,-110.0245,,,,0.1341696,0.1006077,0.05272444,0.06413689
29011,2021,37.57668,-110.0245,,,,0.1405104,0.09273673,0.05798943,0.09309527
29012,2021,37.57668,-110.0245,,,,0.1531801,0.09671852,0.0580782,0.06330506
29013,2021,37.57668,-110.0245,,,,0.1420176,0.09168179,0.05411183,0.07260085
29014,2021,37.57668,-110.0245,,,,0.1238592,0.1028134,0.05324581,0.07738717
29015,2021,37.57668,-110.0245,,,,0.1436511,0.09849246,0.05903198,0.09533725
29016,2021,37.57668,-110.0245,,,,0.1294186,0.1041276,0.0558397,0.1017775
29017,2021,37.57668,-110.0245,,,,0.1111426,0.08322127,0.0555657,0.06348905
29018,2021,37.57668,-110.0245,,,,0.1176979,0.1082787,0.05388321,0.09936286
29019,2021,37.57668,-110.0245,,,,0.1602707,0.1018099,0.05577116,0.07189741
29020,2021,37.57668,-110.0245,,,,0.1569292,0.09032157,0.05367633,0.05958948
29021,2021,37.57668,-110.0245,,,,0.1545224,0.1061573,0.05873441,0.08034242
29022,2021,37.57668,-110.0245,,,,0.1522802,0.07862207,0.06176778,0.1322471
29023,2021,37.57668,-110.0245,,,,0.1441785,0.1086762,0.06139739,0.07087541
29024,2021,37.57668,-110.0245,,,,0.05838236,0.0542763,0.05369318,0.09844269
29025,2021,37.57668,-110.0245,,,,0.09568176,0.1025675,0.05309643,0.05495863
29026,2021,37.57668,-110.0245,,,,0.1557033,0.09689338,0.06047963,0.08133229
29027,2021,37.57668,-110.0245,,,,0.1534896,0.1073901,0.06395485,0.0706201
29028,2021,37.57668,-110.0245,,,,0.1073041,0.1061764,0.05544869,0.0647115
29029,2021,37.57668,-110.0245,,,,0.07958962,0.05827285,0.05865337,0.06121313
29030,2021,37.57668,-110.0245,,,,0.1177656,0.07087387,0.05564854,0.1467328
29031,2021,37.57668,-110.0245,,,,0.06085387,0.0746185,0.05582093,0.09967914
29032,2021,37.57668,-110.0245,,,,0.1433834,0.1016101,0.05315402,0.08964542
29033,2022,37.57668,-110.0245,,,,0.07849937,0.06729415,0.05367301,0.05848304
29034,2022,37.57668,-110.0245,,,,0.1580084,0.09413305,0.05398021,0.1176097
29035,2022,37.57668,-110.0245,,,,0.1505709,0.08942766,0.05494695,0.08674227
29036,2022,37.57668,-110.0245,,,,0.1098166,0.1166416,0.05351466,0.05911732
29037,2022,37.57668,-110.0245,,,,0.05855063,0.07267339,0.05673411,0.05936237
29038,2022,37.57668,-110.0245,,,,0.07266339,0.05832044,0.05574749,0.06528594
29039,2022,37.57668,-110.0245,,,,0.08503875,0.08421209,0.07099444,0.05439744
29040,2022,37.57668,-110.0245,,,,0.09239398,0.06359356,0.05334131,0.05609283
29041,2022,37.57668,-110.0245,,,,0.07014833,0.075391,0.05758781,0.06819991
29042,2022,37.57668,-110.0245,,,,0.1503973,0.08917379,0.0559844,0.1062618
29043,2022,37.57668,-110.0245,,,,0.1426517,0.07821089,0.05341858,0.08583599
29044,2022,37.57668,-110.0245,,,,0.1200919,0.09655333,0.05648555,0.124615
29045,2022,37.57668,-110.0245,,,,0.1299422,0.1044622,0.06092774,0.1418593
29046,2022,37.57668,-110.0245,,,,0.1256807,0.09182087,0.05304047,0.06926864
29047,2022,37.57668,-110.0245,,,,0.07388445,0.05937234,0.05505343,0.08165763
29048,2022,37.57668,-110.0245,,,,0.07417442,0.06096554,0.05321135,0.06032607
29049,2022,37.57668,-110.0245,,,,0.1440229,0.09288529,0.0656681,0.08098961
29050,2022,37.57668,-110.0245,,,,0.07571128,0.06270874,0.05495593,0.05590145
29051,2022,37.57668,-110.0245,,,,0.1508719,0.1047917,0.05376834,0.08243109
29052,2022,37.57668,-110.0245,,,,0.07869193,0.07123334,0.05382487,0.05536813
29053,2022,37.57668,-110.0245,,,,0.1369841,0.1052605,0.05396137,0.06972244
29054,2022,37.57668,-110.0245,,,,0.1296196,0.1030503,0.05753101,0.09317577
29055,2022,37.57668,-110.0245,,,,0.1378862,0.08170716,0.05665317,0.06218821
29056,2022,37.57668,-110.0245,,,,0.1285054,0.09207133,0.05439385,0.06560439
29057,2022,37.57668,-110.0245,,,,0.07960593,0.05817839,0.05280042,0.0617628
29058,2022,37.57668,-110.0245,,,,0.1440219,0.09258688,0.05796096,0.06148834
29059,2022,37.57668,-110.0245,,,,0.1236062,0.06431893,0.0585685,0.05637932
29060,2022,37.57668,-110.0245,,,,0.1029742,0.1099234,0.05303413,0.08256476
29061,2022,37.57668,-110.0245,,,,0.1140503,0.1080228,0.05735943,0.07432646
29062,2022,37.57668,-110.0245,,,,0.1258135,0.09987223,0.05801069,0.134712
29063,2022,37.57668,-110.0245,,,,0.09645742,0.06710362,0.05359509,0.05419598
29064,2022,37.57668,-110.0245,,,,0.1021751,0.06031562,0.05320393,0.1110084
29065,2022,37.57668,-110.0245,,,,0.12926,0.09128709,0.06028757,0.05634393
29066,2022,37.57668,-110.0245,,,,0.1288937,0.1162565,0.05885127,0.06637101
29067,2022,37.57668,-110.0245,,,,0.1017599,0.06948657,0.05452191,0.07825489
29068,2022,37.57668,-110.0245,,,,0.05821047,0.07181094,0.05399936,0.1189139
29069,2022,37.57668,-110.0245,,,,0.1134383,0.09563835,0.05408942,0.06091327
29070,2022,37.57668,-110.0245,,,,0.1503736,0.09383713,0.05960191,0.08313026
29071,2022,37.57668,-110.0245,,,,0.1535248,0.1094971,0.05601175,0.06893042
29072,2022,37.57668,-110.0245,,,,0.155535,0.09283621,0.05393938,0.0701999
29073,2023,37.57668,-110.0245,,,,0.06739366,0.05932411,0.05379569,0.09224402
29074,2023,37.57668,-110.0245,,,,0.1544028,0.09115361,0.05380587,0.07007154
29075,2023,37.57668,-110.0245,,,,0.129352,0.07406774,0.05328488,0.05538025
29076,2023,37.57668,-110.0245,,,,0.1245022,0.1070832,0.07203521,0.05900815
29077,2023,37.57668,-110.0245,,,,0.08363919,0.1004597,0.05247715,0.05978124
29078,2023,37.57668,-110.0245,,,,0.08927444,0.06856489,0.05380112,0.07101636
29079,2023,37.57668,-110.0245,,,,0.06735598,0.05576342,0.05328787,0.1179339
29080,2023,37.57668,-110.0245,,,,0.07195303,0.07068274,0.05491335,0.08000406
29081,2023,37.57668,-110.0245,,,,0.1034232,0.1019272,0.05350764,0.1403847
29082,2023,37.57668,-110.0245,,,,0.1365977,0.07791713,0.07874331,0.09789476
29083,2023,37.57668,-110.0245,,,,0.06346461,0.06128173,0.05653828,0.1213062
29084,2023,37.57668,-110.0245,,,,0.150803,0.0935409,0.05788217,0.1032042
29085,2023,37.57668,-110.0245,,,,0.1276845,0.1024564,0.0535365,0.07736414
29086,2023,37.57668,-110.0245,,,,0.08782604,0.06076883,0.05531737,0.1071818
29087,2023,37.57668,-110.0245,,,,0.1531712,0.1130284,0.05848201,0.1278352
29088,2023,37.57668,-110.0245,,,,0.1046594,0.07403579,0.05333313,0.1020161
29089,2023,37.57668,-110.0245,,,,0.1391862,0.08945911,0.0594194,0.08331162
29090,2023,37.57668,-110.0245,,,,0.09379581,0.07342501,0.05968408,0.06613787
29091,2023,37.57668,-110.0245,,,,0.1056939,0.08725941,0.05393001,0.06109303
29092,2023,37.57668,-110.0245,,,,0.0802486,0.08563537,0.05630593,0.06241991
29093,2023,37.57668,-110.0245,,,,0.09601987,0.06662505,0.06243847,0.0936925
29094,2023,37.57668,-110.0245,,,,0.1537602,0.09028741,0.06350312,0.09088497
29095,2023,37.57668,-110.0245,,,,0.1260528,0.1153186,0.06788127,0.08914669
29096,2023,37.57668,-110.0245,,,,0.103292,0.0760584,0.05524411,0.06362764
29097,2023,37.57668,-110.0245,,,,0.1113029,0.07454473,0.05444427,0.1139158
29098,2023,37.57668,-110.0245,,,,0.1169189,0.08582735,0.05710616,0.09010366
29099,2023,37.57668,-110.0245,,,,0.09798208,0.06036147,0.07220198,0.08099337
29100,2023,37.57668,-110.0245,,,,0.1451743,0.08914866,0.06139772,0.118847
29101,2023,37.57668,-110.0245,,,,0.1528258,0.09716326,0.0653945,0.1209228
29102,2023,37.57668,-110.0245,,,,0.1565889,0.1062408,0.05384082,0.115439
29103,2023,37.57668,-110.0245,,,,0.1054231,0.122102,0.06055157,0.07264037
29104,2023,37.57668,-110.0245,,,,0.1570849,0.1026986,0.0599525,0.05709868
29105,2023,37.57668,-110.0245,,,,0.1028362,0.1056892,0.05275526,0.06735859
29106,2023,37.57668,-110.0245,,,,0.09250025,0.08973634,0.06870529,0.1045788
29107,2023,37.57668,-110.0245,,,,0.1081352,0.08841283,0.05824256,0.0716148
29108,2023,37.57668,-110.0245,,,,0.1602334,0.08930892,0.05664743,0.08716555
29109,2023,37.57668,-110.0245,,,,0.07505759,0.07059627,0.05344973,0.08949067
29110,2023,37.57668,-110.0245,,,,0.09531878,0.09670209,0.06096774,0.07557522
29111,2023,37.57668,-110.0245,,,,0.1097926,0.06449089,0.05428651,0.06287589
29112,2023,37.57668,-110.0245,,,,0.09982195,0.1076848,0.05399643,0.06428453
29113,2024,37.57668,-110.0245,,,,0.153365,0.09277081,0.05960459,0.1005308
29114,2024,37.57668,-110.0245,,,,0.09785014,0.08898771,0.05629711,0.09662362
29115,2024,37.57668,-110.0245,,,,0.0950091,0.07443571,0.05512147,0.07889701
29116,2024,37.57668,-110.0245,,,,0.1460791,0.1050604,0.0538554,0.05385801
29117,2024,37.57668,-110.0245,,,,0.05791571,0.05540125,0.05307416,0.059474
29118,2024,37.57668,-110.0245,,,,0.1521908,0.1017441,0.05333577,0.06954145
29119,2024,37.57668,-110.0245,,,,0.1544146,0.08749024,0.05541609,0.06957258
29120,2024,37.57668,-110.0245,,,,0.1347693,0.110376,0.05367963,0.07989793
29121,2024,37.57668,-110.0245,,,,0.1553795,0.09955093,0.06672967,0.08257717
29122,2024,37.57668,-110.0245,,,,0.1359113,0.1228298,0.05270051,0.05846752
29123,2024,37.57668,-110.0245,,,,0.1557848,0.08920766,0.05476719,0.1002108
29124,2024,37.57668,-110.0245,,,,0.1322923,0.1022659,0.08514679,0.1172903
29125,2024,37.57668,-110.0245,,,,0.1530103,0.0918208,0.06211023,0.1036315
29126,2024,37.57668,-110.0245,,,,0.1041885,0.09786563,0.06727891,0.08540979
29127,2024,37.57668,-110.0245,,,,0.1478862,0.09909567,0.07545678,0.08856356
29128,2024,37.57668,-110.0245,,,,0.09356964,0.06505185,0.05937243,0.1164572
29129,2024,37.57668,-110.0245,,,,0.1286491,0.1110749,0.05447404,0.07110993
29130,2024,37.57668,-110.0245,,,,0.06588792,0.05949913,0.05442406,0.0611913
29131,2024,37.57668,-110.0245,,,,0.0657369,0.07151647,0.05924511,0.07587256
29132,2024,37.57668,-110.0245,,,,0.07286953,0.05689298,0.05373164,0.05907721
29133,2024,37.57668,-110.0245,,,,0.1527377,0.1103043,0.06140125,0.05874569
29134,2024,37.57668,-110.0245,,,,0.1523211,0.1039638,0.05337471,0.1207949
29135,2024,37.57668,-110.0245,,,,0.131112,0.09913466,0.05759414,0.1178597
29136,2024,37.57668,-110.0245,,,,0.1284608,0.07682029,0.05343049,0.09993012
29137,2024,37.57668,-110.0245,,,,0.1031155,0.06233785,0.05334937,0.07493293
29138,2024,37.57668,-110.0245,,,,0.1057425,0.08401818,0.05516065,0.07134581
29139,2024,37.57668,-110.0245,,,,0.06447214,0.05663357,0.05342346,0.05561012
29140,2024,37.57668,-110.0245,,,,0.151975,0.09395531,0.05648644,0.06422621
29141,2024,37.57668,-110.0245,,,,0.1496417,0.1064266,0.0536461,0.08497784
29142,2024,37.57668,-110.0245,,,,0.1543392,0.1016772,0.05471207,0.1181177
29143,2024,37.57668,-110.0245,,,,0.1423585,0.1159991,0.05618246,0.1222605
29144,2024,37.57668,-110.0245,,,,0.06042713,0.06888603,0.05328986,0.09294218
29145,2024,37.57668,-110.0245,,,,0.1262047,0.1033779,0.05276042,0.06308754
29146,2024,37.57668,-110.0245,,,,0.1172347,0.1005883,0.05263929,0.1017023
29147,2024,37.57668,-110.0245,,,,0.1046686,0.07775462,0.05404104,0.1142616
29148,2024,37.57668,-110.0245,,,,0.1093235,0.1158955,0.05706667,0.07791125
